Date,Title,Date,"Community (city,town, ward)",LGA,State,Total Deaths,Boko Haram (P),State Actor (P),Sectarian Actor (excluding BH) (P),Other Armed Actor (P),Kidnapper (P),Robber (P),Other (P),Election-related Actor (P),Cameroon State Actor (P),Boko Haram (V),State Actor (V),Sectarian Actor (V),Other Armed Actor (V),Political Actor (V),Kidnapper (V),Kidnapee (V),Robber (V),Journalist (V),Civilian (V),Election-related Actor (V),Cameroon State Actor,Bomb,Gun,Machete,Suicide Bombing,Other Weapon,TK,Drinking Establishment,Goverment Building,Church,Mosque,Bank,School,Other Location,Notes,Sources 1,Sources 2,Sources 3,Latitude,Longitude,full place name
2018-02-25,Suspected kidnapper killed in shootout with police,2/25/2018,,Talata Mafara,Zamfara,1.0,,State Actor,,,Kidnapper,,,,,,,,,,1.0,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/more-news/259865-suspected-kidnapper-killed-shootout-police-official.html,https://www.vanguardngr.com/2018/02/police-kill-suspected-kidnapper-zamfara-recover-arms/,,12.56489,6.065299988,"Talata Mafara, Zamfara, Nigeria"
2018-03-28,Bandits Kill 36 In Zamfara Village,3/28/2018,Bawon-Daji,Anka,Zamfara,36.0,,State Actor,,Other Armed Actor,,,,,,,,,,,,,,,36.0,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/breaking-gunmen-kill-15-herdsmen-in-zamfara/,http://saharareporters.com/2018/03/30/bandits-kill-32-zamfara-village,https://www.vanguardngr.com/2018/03/death-toll-zamfara-herding-village-attack-rises-36/,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2018-04-04,"Nigerian Army Confirms Two Soldiers, 21 Suspected Bandits Killed In Zamfara",4/4/2018,Tunga Daji,Anka,Zamfara,23.0,,State Actor,,,,Robber,,,,,2.0,,,,,,21.0,,,,,,Gun,,,,,,,,,,,Other,,http://saharareporters.com/2018/04/05/nigerian-army-confirms-two-soldiers-21-suspected-bandits-killed-zamfara,http://punchng.com/two-soldiers-21-bandits-killed-in-zamfara-shootout-army/,https://www.premiumtimesng.com/regional/nwest/264124-nigerian-army-confirms-two-soldiers-21-suspected-bandits-killed-in-zamfara.html,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2018-04-11,Scores killed in fresh attack by bandits on Zamfara villages,4/11/2018,"Kuru-kuru, Jarkuka",Anka,Zamfara,40.0,,,,,,Robber,,,,,,,,,,,,,40.0,,,,Gun,,,,,,,,,,,Other,"""scores killed""",https://www.premiumtimesng.com/regional/nwest/264807-scores-killed-in-fresh-attack-on-zamfara-villages.html,https://www.vanguardngr.com/2018/04/bandits-attack-2-zamfara-villages-kill-scores/,http://punchng.com/scores-feared-killed-as-gunmen-hit-zamfara/,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2018-04-20,"Again, bandits kill 30 in Zamfara",4/20/2018,"Kabaro, Danmani Hausawa and Danmani Dakarkari ",Maru,Zamfara,30.0,,,,Other Armed Actor,,,,,,,,,,,,,,,30.0,,,,Gun,,,,,,,,,,,Other,cattle rustler gang,http://sunnewsonline.com/again-bandits-kill-30-in-zamfara/,https://www.premiumtimesng.com/news/headlines/265729-police-confirm-15-killed-in-zamfara-attack.html,http://www.punchng.com/27-killed-in-zamfara-gang-violence/,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2018-05-02,13 killed as cattle thieves attack Zamfara village,5/2/2018,Fankashi,Maru,Zamfara,13.0,,,,Other Armed Actor,,,,,,,,,13.0,,,,,,,,,,Gun,,,,,,,,,,,Other,gun fight btwn. bandits and vigilantes; both sides killed,http://www.punchng.com/13-killed-as-cattle-thieves-attack-zamfara-village/,http://sunnewsonline.com/13-killed-in-fresh-attack-on-zamfara-community/,https://www.vanguardngr.com/2018/05/13-killed-cattle-rustlers-attack-nigerian-village/,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2018-05-11,Troops kill eight bandits in Zamfara,5/11/2018,"Dansadau, Kabaro and Sangeko",Maru,Zamfara,8.0,,State Actor,,Other Armed Actor,,,,,,,,,8.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://www.punchng.com/troops-kill-eight-bandits-in-zamfara/,https://www.premiumtimesng.com/regional/nwest/268088-nigerian-army-ambushes-bandits-kills-three-in-zamfara.html,http://sunnewsonline.com/army-troops-kill-8-bandits-zamfara/,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2018-05-14,"Troops kill bandit in shootout, rescue kidnapped victim",5/14/2018,Dansadau and Gidan Kawoje,Maru,Zamfara,1.0,,State Actor,,Other Armed Actor,,,,,,,,,1.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/troops-kill-bandit-in-shootout-rescue-kidnapped-victim/,http://sunnewsonline.com/army-kills-bandit-destroys-camps-in-zamfara/,,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2018-05-22,"Gunmen Abduct Zamfara Commissioner's Wife, Six Children",5/22/2018,Gurbin Bore,Zurmi,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,7.0,,,,,,,Gun,,,,,,,,,,,Other,,http://saharareporters.com/2018/05/22/gunmen-abduct-zamfara-commissioners-wife-six-children,https://www.premiumtimesng.com/news/top-news/269317-gunmen-abduct-commissioners-wife-six-children.html,https://www.vanguardngr.com/2018/05/breaking-gunmen-abduct-commissioners-wife-6-children-zamfara/,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-05-25,Seven die in fresh Zamfara attack,5/25/2018,Gidan-Labbo,Maradun,Zamfara,7.0,,,,Other Armed Actor,,,,,,,,,,,,,,,7.0,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/seven-die-in-fresh-zamfara-attack/,,,12.75452,6.28181982,"Maradun, Zamfara, Nigeria"
2018-05-31,Police averts attack on Zamfara community,5/31/2018,Dokolo,Chafe,Zamfara,1.0,,State Actor,,Other Armed Actor,,,,,,,,,1.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://guardian.ng/news/police-averts-attack-on-zamfara-community/,https://www.vanguardngr.com/2018/06/police-averts-attack-zamfara-community/,,11.9641,6.914760113,"Chafe, Zamfara, Nigeria"
2018-06-01,Fresh attack claims 23 lives in Zamfara,6/1/2018,Zakuna,Anka,Zamfara,23.0,,,,Other Armed Actor,,,,,,,,,,,,,,,23.0,,,,Gun,,,,,,,,,,,Other,,http://sunnewsonline.com/fresh-attack-claims-15-lives-in-zamfara/,https://www.vanguardngr.com/2018/06/breaking-another-15-killed-bandits-zamfara/,https://guardian.ng/news/cattle-rustlers-kill-23-in-northern-nigeria/,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2018-06-06,"Bandits attack Zamfara communities, sack 10 villages",6/6/2018,Meda,Gusau,Zamfara,1.0,,,,Other Armed Actor,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/headlines/271633-bandits-attack-zamfara-communities-sack-10-villages.html,,,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2018-06-07,Five bandits killed in Zamfara as army raids camps,6/7/2018,"Danguru, Babandoka and Dansadau",Maru,Zamfara,5.0,,State Actor,,,,,,,,,,,5.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,http://punchng.com/five-bandits-killed-in-zamfara-as-army-raids-camps/,https://www.vanguardngr.com/2018/06/army-troops-raid-bandits-camps-zamfarakill-5/,,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2018-06-13,Bandits kill 26 in Zamfara fresh attack,6/13/2018,Dutsen-Wake and Oho,Birnin Magaji/Kiyaw,Zamfara,26.0,,,,Other Armed Actor,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/top-news/272318-bandits-kill-10-in-zamfara-fresh-attack.html,http://punchng.com/15-dead-in-fresh-zamfara-benue-violence/,https://www.vanguardngr.com/2018/06/least-15-dead-fresh-violence-zamfara/,12.57177,6.803569794,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2018-06-23,"Soldiers neutralise 20 armed bandits, arrest three in Zamfara",6/23/2018,Jambrini,Maru,Zamfara,20.0,,State Actor,,,,,,,,,,,20.0,,,,,,,,,,Gun,,,Other,,,,Church,,,,Other,,http://punchng.com/soldiers-neutralise-20-armed-bandits-arrest-three-in-zamfara/,https://www.premiumtimesng.com/regional/nwest/273648-nigerian-army-kills-20-armed-bandits-terrorising-zamfara-official.html,https://guardian.ng/news/army-neutralise-20-armed-bandits-arrest-3-in-zamfara/,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2018-06-29,23 Corpses Found By Police In Zamfara,6/29/2018,Boko,Zurmi,Zamfara,23.0,,,,Other Armed Actor,,,,,,,,,,,,,,,23.0,,,,Gun,,,Other,,,,,,,,Other,,http://saharareporters.com/2018/07/01/23-corpses-found-police-zamfara-%E2%80%94-no-one-knows-where-theyre,http://sunnewsonline.com/unidentified-corpses-suspects-police-zamfara/,https://www.vanguardngr.com/2018/07/unidentified-corpses-3-suspects-police-net-zamfara/,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-07-06,Assassins kill Zamfara monarch,7/6/2018,Kucheri,Chafe,Zamfara,1.0,,,,Other Armed Actor,,,,,,,,,,,,,,,1.0,,,,Gun,,,,Targeted Killing,,,,,,,Other,,http://punchng.com/assassins-kill-zamfara-monarch/,https://guardian.ng/news/police-confirm-killing-of-district-head-by-unidentified-gunmen-in-zamfara/,https://www.vanguardngr.com/2018/07/police-confirm-killing-of-district-head-by-unidentified-gunmen-in-zamfara/,11.9641,6.914760113,"Chafe, Zamfara, Nigeria"
2018-07-11,Police confirm abduction of Chinese national in Zamfara,7/11/2018,Amumu,Bakura,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/more-news/275953-police-confirm-abduction-of-chinese-national-in-zamfara.html,,,12.72007,5.869190216,"Bakura, Zamfara, Nigeria"
2018-07-14,"Police Foil Attack on Zamfara Community, Kill One Bandit",7/14/2018,Tangaram,Anka,Zamfara,1.0,,State Actor,,Other Armed Actor,,,,,,,,,1.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.thisdaylive.com/index.php/2018/07/17/police-foil-attack-on-zamfara-community-kill-one-bandit/,,,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2018-07-17,"30 Killed, 7 Missing In Fresh Zamfara Attacks",7/17/2018,"Sakkida, Farin Zare, Orawa, Gyadde and Sabon Gari",Maradun,Zamfara,30.0,,,,Other Armed Actor,,,,,,,,,,,,,,,30.0,,,,Gun,,,,,,,,,,,Other,Bandits,http://saharareporters.com/2018/07/19/30-killed-7-missing-fresh-zamfara-attacks,https://www.vanguardngr.com/2018/07/breaking-at-least-30-killed-in-raids-on-northwest-nigeria-villages/,https://www.thisdaylive.com/index.php/2018/07/19/again-over-30-killed-in-zamfara-villages/,12.75452,6.28181982,"Maradun, Zamfara, Nigeria"
2018-07-19,"Gunmen 2 kill, injure others in Zamfara market attack",7/19/2018,Karakai,Bungudu,Zamfara,2.0,,,,Other Armed Actor,,,,,,,,,,,,,,,2.0,,,,Gun,,,,,,,,,,,Other,,https://guardian.ng/news/gunmen-2-kill-injure-others-in-zamfara-market-attack/,https://www.vanguardngr.com/2018/07/sporadic-gun-shots-in-zamfara-market-2-killed-others-injured/,,12.26773,6.552030087,"Bungudu, Zamfara, Nigeria"
2018-07-20,Gunmen kill CBN staff,7/20/2018,Gasau,,Zamfara,1.0,,,,Other Armed Actor,,,,,,,,,,,,,,,1.0,,,,Gun,,,,,,,,,,,Other,Gasau LGA,https://www.premiumtimesng.com/regional/nwest/277228-gunmen-kill-cbn-staff-police.html,,,12.17357,6.666820049,"Gasau, Zamfara, Nigeria"
2018-07-23,"Police repel attack on Zamfara communities, arrest notorious bandit",7/23/2018,Chali and Gobirawa,Maru,Zamfara,0.0,,State Actor,,Other Armed Actor,,,,,,,,,0.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.vanguardngr.com/2018/07/police-repel-attack-on-zamfara-communities-arrest-notorious-bandit/,,,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2018-07-24,Four Killed as Bandits Invade Zamfara Mosque,7/24/2018,Kawddi,Zurmi,Zamfara,4.0,,,,Other Armed Actor,,,,,,,,,,,,,,,4.0,,,,Gun,,,,,,,,Mosque,,,,,https://www.vanguardngr.com/2018/07/gunmen-kill-four-in-zamfara/,https://www.thisdaylive.com/index.php/2018/07/27/four-killed-as-bandits-invade-zamfara-mosque/,,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-07-28,Gunmen kidnap 15 in Zamfara as Buhari deploys massive troops ,7/28/2018,,Maradun,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,15.0,,,,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/headlines/278215-gunmen-kidnap-15-in-zamfara-as-buhari-deploys-massive-troops.html,https://guardian.ng/news/gunmen-kidnap-15-in-zamfara/,https://www.vanguardngr.com/2018/07/gunmen-kidnap-15-in-zamfara-speaker/,12.552363,6.16284,"Maradun, Zamfara, Nigeria"
2018-07-28,"Irate youths attack police station, set vehicles ablaze in Zamfara",7/28/2018,,Zurmi,Zamfara,0.0,,,,,,,Other,,,,0.0,,,,,,,,,,,,,,,Other,,,Government Building,,,,,,,http://guardian.ng/news/irate-youths-attack-police-station-set-vehicles-ablaze-in-zamfara/,,,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-08-02,30 bandits killed in military aircraft raid in Zamfara,8/2/2018,Yanwari and Mashema,Zurmi,Zamfara,30.0,,State Actor,,,,,,,,,,,30.0,,,,,,,,,Bomb,Gun,,,,,,,,,,,Other,,https://punchng.com/20-killed-in-military-aircraft-raid-in-zamfara/,https://www.premiumtimesng.com/news/top-news/278883-278883.html,https://www.vanguardngr.com/2018/08/troops-eliminate-over-30-bandits-in-zamfara-free-kidnapped-victims/,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-08-11,Air Force fighter aircraft neutralises bandits in Zamfara forest,8/11/2018,"Sububu Forest, Birnin Magaji and Rugu Forest",Birnin Magaji/Kiyaw,Zamfara,30.0,,State Actor,,,,,,,,,,,30.0,,,,,,,,,Bomb,Gun,,,,,,,,,,,Other,"Aug. 9 - 11; killed a ""large number""",https://www.premiumtimesng.com/regional/nwest/280044-air-force-fighter-aircraft-neutralises-bandits-in-zamfara-forest.html,https://punchng.com/naf-gunships-kill-bandits-in-zamfara-forests/,https://www.vanguardngr.com/2018/08/air-force-hits-bandits-in-zamfara/,12.57177,6.803569794,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2018-08-24,NAF hits more bandit camps in Zamfara,8/24/2018,Daji Bawar and Sunke,Anka,Zamfara,30.0,,State Actor,,,,,,,,,,,30.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://punchng.com/naf-hits-more-bandit-camps-in-zamfara/,https://www.premiumtimesng.com/regional/nwest/281340-nigeria-air-force-attacks-more-bandit-camps-in-zamfara.html,,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2018-08-25,NAF neutralises fleeing bandits in Zamfara,8/25/2018,Bayan Ruwa and Rugu Forest,Birnin Magaji/Kiyaw,Zamfara,5.0,,State Actor,,,,,,,,,,,5.0,,,,,,,,,,Gun,,,,,,,,,,,Other,"killed ""several""",https://punchng.com/naf-neutralises-fleeing-bandits-in-zamfara/,,,12.57177,6.803569794,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2018-09-12,Bandits Kill 11 in Zamfara,9/12/2018,Badarawa,Shinkafi,Zamfara,11.0,,,,Other Armed Actor,,,,,,,,,,,,,,,11.0,,,,Gun,,,,,,,,,,,Other,,https://www.thisdaylive.com/index.php/2018/09/14/again-bandits-kill-11-in-zamfara/,http://saharareporters.com/2018/09/13/11-killed-20-injured-gunmen-attack-cinema-zamfara-village,https://www.premiumtimesng.com/news/headlines/283558-eleven-killed-21-injured-in-fresh-zamfara-attack.html,13.10666,6.432670116,"Shinkafi, Zamfara, Nigeria"
2018-09-16,APC Supporters Attack Zamfara Governor’s Convoy,9/16/2018,,Gusau,Zamfara,0.0,,State Actor,,Other Armed Actor,,,,,,,,,,0.0,,,,,,,,,Gun,,,Other,,,,,,,,Other,,http://saharareporters.com/2018/09/17/apc-supporters-attack-zamfara-governor%E2%80%99s-convoy,,,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2018-09-23,"Bandits kidnap seven in Zamfara, demand N100m",9/23/2018,Nahuche,Bungudu,Zamfara,0.0,,,,Other Armed Actor,,,,,,,,,,,,7.0,,,,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/regional/ssouth-west/285973-bandits-kidnap-seven-in-zamfara-demand-n100m.html,https://www.vanguardngr.com/2018/09/just-in-bandits-kidnap-7-in-zamfara-demand-n100m/,,12.26773,6.552030087,"Bungudu, Zamfara, Nigeria"
2018-10-21,"Gunmen kidnap twins, five others",10/21/2018,"Dauran, Moriki, Birnin Tsaba ",Zurmi,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,7.0,,,,,,,Gun,,,,,,,,,,,Other,,https://guardian.ng/news/gunmen-kidnap-twins-weeks-before-their-wedding/,,,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-10-26,"Bandits kill policeman, 5 others in Zamfara",10/26/2018,Gurbin Bore,Zurmi,Zamfara,6.0,,,,Other Armed Actor,,,,,,,1.0,,,,,,,,5.0,,,,Gun,,,Other,,,,,,,,Other,,https://www.vanguardngr.com/2018/10/bandits-kill-policeman-5-others-in-zamfara/,https://www.premiumtimesng.com/news/headlines/292843-100-gunmen-attack-zamfara-community-kill-policeman-others.html,,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-11-29,"Police ‘kill 104 bandits’ in Zamfara, 16 police officers killed",11/29/2018,Birnin Mogaji,Zurmi,Zamfara,120.0,,State Actor,,,,,,,,,16.0,,104.0,,,,,,,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/top-news/298325-cattle-rustling-police-kill-104-bandits-in-zamfara.html,https://www.vanguardngr.com/2018/11/police-kill-104-bandits-in-zamfara-destroy-50-hideouts/,http://saharareporters.com/2018/12/05/police-16-officers-killed-zamfara-ambush,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-12-13,Troops kill two bandits in Zamfara,12/13/2018,Tungar Rakumi,Chafe,Zamfara,2.0,,State Actor,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,Other,,https://punchng.com/troops-kill-eight-bandits-in-zamfara-sokoto/,,,11.9641,6.914760113,"Chafe, Zamfara, Nigeria"
2018-12-13,Troops kill six bandits in Zamfara,12/13/2018,Dumburum,Zurmi,Zamfara,6.0,,State Actor,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,Other,,https://punchng.com/troops-kill-eight-bandits-in-zamfara-sokoto/,,,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-12-19,25 Killed As Bandits Sack Three Communities In Zamfara,12/19/2018,"Garin Haladu, Nasarawa Godal, and Garin Kaka",Birnin Magaji/Kiyaw,Zamfara,25.0,,,,Other Armed Actor,,,,,,,,,,,,,,,25.0,,,,Gun,,,,,,,,,,,Other,,http://saharareporters.com/2018/12/21/25-killed-bandits-sack-three-communities-zamfara,https://www.thisdaylive.com/index.php/2018/12/21/25-killed-as-bandits-sack-three-communities-in-zamfara/,https://guardian.ng/news/gunmen-kill-25-in-northern-nigeria-village-raids/,12.467,6.900000095,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2018-12-22,17 confirmed killed in fresh Zamfara attack,12/22/2018,Magami,Maradun,Zamfara,17.0,,,,Other Armed Actor,,,,,,,,,,,,,,,17.0,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/headlines/,http://saharareporters.com/2018/12/23/week-after-killing-20-zamfara-bandits-kill-another-17-fresh-onslaught,https://guardian.ng/news/gunmen-kill-17-in-zamfara-village-attack/,12.75452,6.28181982,"Maradun, Zamfara, Nigeria"
2018-12-24,Protest Rocks Zamfara Town Over Killings By Bandits​,12/24/2018,,Chafe,Zamfara,0.0,,,,,,,Other,,,,,,,,,,,,0.0,,,,,,,Other,,,Government Building,,,,,Other,,http://saharareporters.com/2018/12/25/protest-rocks-zamfara-town-over-killings-bandits%E2%80%8B,https://www.thisdaylive.com/index.php/2018/12/24/idps-protest-against-incessant-attacks-by-bandits-on-zamfara/,https://www.premiumtimesng.com/news/headlines/302640-just-in-riot-in-zamfara-over-insecurity.html,11.9641,6.914760113,"Chafe, Zamfara, Nigeria"
2018-12-29,"Bandits Kill Soldiers In Zamfara, Casualty Figure Unknown",12/29/2018,Doburu,Zurmi,Zamfara,,,State Actor,,Other Armed Actor,,,,,,,,,,,,,,,,,,Bomb,Gun,,,,,,,,,,,Other,,http://saharareporters.com/2018/12/30/bandits-kill-soldiers-zamfara-casualty-figure-unknown,https://punchng.com/bandits-kill-soldiers-in-zamfara-casualty-figure-unknown/,,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2018-12-28,Air force jets bomb bandits’ hideout in Zamfara,12/28/2018,Tsamari,Birnin Magaji/Kiyaw,Zamfara,5.0,,State Actor,,,,,,,,,,,5.0,,,,,,,,,Bomb,,,,,,,,,,,,Other,"killed ""some"" bandits",https://www.premiumtimesng.com/regional/nwest/303405-air-force-jets-bomb-bandits-hideout-in-zamfara-official.html,https://guardian.ng/news/air-strikes-naf-neutralises-bandits-hideout-in-zamfara/,https://www.vanguardngr.com/2018/12/naf-air-strikes-neutralize-armed-bandits-hideout-in-zamfara/,12.467,6.900000095,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2019-01-01,18 feared killed in another Zamfara attack,1/1/2019,Dutsin kure and Manasa,Chafe,Zamfara,18.0,,,,Other Armed Actor,,,,,,,,,,,,,,,18.0,,,,Gun,,,,,,,,,,,Other,Bandits,https://www.premiumtimesng.com/news/headlines/303842-18-feared-killed-in-another-zamfara-attack.html,,,11.9641,6.914760113,"Chafe, Zamfara, Nigeria"
2019-01-03,"Military helicopters kill gang leader, bandits in Zamfara",1/3/2019,Doumbourou,Zurmi,Zamfara,40.0,,State Actor,,,,,,,,,,,40.0,,,,,,,,,,Gun,,,,,,,,,,,Other,"killed ""scores"" of bandits; location est.",https://punchng.com/military-helicopters-kill-gang-leader-bandits-in-zamfara/,https://www.sunnewsonline.com/naf-fighter-aircraft-bombards-bandits-camp-in-zamfara-kills-scores/,https://www.premiumtimesng.com/regional/nwest/304062-zamfara-violence-many-bandits-killed-in-helicopter-attacks-official.html,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2019-01-20,Soldiers kill 58 suspected bandits in Zamfara,1/20/2019,Dumburum and Gando forests,Zurmi,Zamfara,62.0,,State Actor,,Other Armed Actor,,,,,,,2.0,,60.0,,,,,,,,,,Gun,,,,,,,,,,,,"58 bandits, 2 vigilantes, 2 soldiers killed",https://www.premiumtimesng.com/regional/nwest/307514-soldiers-kill-58-suspected-bandits-in-zamfara-official.html,https://www.thisdaylive.com/index.php/2019/01/24/two-soldiers-killed-as-troops-decimate-58-bandits-in-zamfara/,https://www.vanguardngr.com/2019/01/troops-kill-58-bandits-lose-two-men/,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2019-01-26,"Kidnappers storm viewing centre, kidnap seven in Zamfara",1/26/2019,,Birnin Magaji/Kiyaw,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,7.0,,,,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/headlines/308219-kidnappers-storm-viewing-centre-kidnap-seven-in-zamfara.html,https://punchng.com/gunmen-kidnap-seven-fans-in-zamfara/,https://www.sunnewsonline.com/gunmen-kidnap-7-at-zamfara-viewing-centre/,12.467,6.900000095,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2019-01-28,"Troops kill 21 bandits, capture 17 in Zamfara, Katsina; 11 civilians and 1 vigilante also killed",1/28/2019,,Bukkuyum,Zamfara,33.0,,State Actor,,Other Armed Actor,,,,,,,,,22.0,,,,,,11.0,,,,Gun,,,,,,,,,,,Other,recorded between January 22 and 28; LGAs unknown in Katsina ,https://www.premiumtimesng.com/regional/nwest/308708-troops-kill-21-bandits-capture-17-in-zamfara-katsina.html,https://punchng.com/troops-kill-21-bandits-capture-17-in-zamfara-katsina/,https://leadership.ng/2019/01/29/army-arrest-17-bandits-rescue-89-kidnapped-victims-in-katsina-zamfara/,12.13873,5.465079784,"Bukkuyum, Zamfara, Nigeria"
2019-01-28,"Kidnappers storm Zamfara community, abduct 26",1/28/2019,,Zurmi,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,26.0,,,,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/headlines/308659-kidnappers-storm-zamfara-community-abduct-nursing-mothers-new-bride-others.html,https://www.vanguardngr.com/2019/01/bandits-storm-zamfara-community-abduct-nursing-mothers-new-bride-others/,https://punchng.com/bandits-kidnap-bride-three-nursing-mothers-others-in-zamfara/,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2019-02-03,"Troops kill nine suspected bandits, arrest five, rescue two victims in Zamfara",2/3/2019,"Shinkafi, Birnin Magaji, Sunke Forests ",Birnin Magaji/Kiyaw,Zamfara,9.0,,State Actor,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,Other,"""weekly activities""",https://punchng.com/troops-kill-nine-suspected-bandits-arrest-five-rescue-two-victims-in-zamfara/,,,12.467,6.900000095,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2019-02-04,"Bandits kill Zamfara senator’s sister, kidnap in-law",2/4/2019,Ruwan Bore,Gusau,Zamfara,1.0,,,,Other Armed Actor,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/top-news/310309-bandits-kill-zamfara-senators-sister-kidnap-in-law.html,https://www.vanguardngr.com/2019/02/breaking-over-100-gunmen-kill-senator-marafas-sister-abduct-her-husband/,https://www.sunnewsonline.com/gunmen-kill-senator-marafas-sister-abduct-husband/,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2019-02-04,"14 killed in fresh Zamfara attacks, 6 abducted and later freed",2/4/2019,"Wonaka, Ajja, Mada, Doka, Takoka and Tudun Maijatau",Gusau,Zamfara,14.0,,,,Other Armed Actor,,,,,,,,,,,,6.0,,,14.0,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/regional/nwest/310413-15-killed-in-fresh-zamfara-attacks-police.html,https://guardian.ng/news/gunmen-kill-15-security-agents-rescue-six-women-in-zamfara/,https://punchng.com/gunmen-kill-15-kidnap-six-women-in-zamfara/,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2019-02-04,11 killed in fresh Zamfara attacks,2/4/2019,Batauna,Bukkuyum,Zamfara,11.0,,,,Other Armed Actor,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/regional/nwest/310413-15-killed-in-fresh-zamfara-attacks-police.html,https://guardian.ng/news/gunmen-kill-15-security-agents-rescue-six-women-in-zamfara/,,12.13873,5.465079784,"Bukkuyum, Zamfara, Nigeria"
